target_text,search_text,body_type
C/2016 R3,C/2016 R3 (Borisov),C/2016 R3 (Borisov),comet
P/2016 R4,P/2016 R4 (Gibbs),P/2016 R4 (Gibbs),comet
P/2016 S1,P/2016 S1 (PANSTARRS),P/2016 S1 (PANSTARRS),comet
C/2016 T1,C/2016 T1 (Matheny),C/2016 T1 (Matheny),comet
C/2016 T2,C/2016 T2 (Matheny),C/2016 T2 (Matheny),comet
C/2016 T3,C/2016 T3 (PANSTARRS),C/2016 T3 (PANSTARRS),comet
C/2016 U1,C/2016 U1 (NEOWISE),C/2016 U1 (NEOWISE),comet
C/2016 VZ18,C/2016 VZ18 (PANSTARRS),C/2016 VZ18 (PANSTARRS),comet
P/2016 WM48,P/2016 WM48 (Lemmon),P/2016 WM48 (Lemmon),comet
C/2016 X1,C/2016 X1 (Lemmon),C/2016 X1 (Lemmon),comet
C/2017 A1,C/2017 A1 (PANSTARRS),C/2017 A1 (PANSTARRS),comet
C/2017 A3,C/2017 A3 (Elenin),C/2017 A3 (Elenin),comet
C/2017 AB5,C/2017 AB5 (PANSTARRS),C/2017 AB5 (PANSTARRS),comet
C/2017 B3,C/2017 B3 (LINEAR),C/2017 B3 (LINEAR),comet
P/2017 B4,P/2017 B4 (PANSTARRS),P/2017 B4 (PANSTARRS),comet
C/2017 C1,C/2017 C1 (NEOWISE),C/2017 C1 (NEOWISE),comet
C/2017 C2,C/2017 C2 (PANSTARRS),C/2017 C2 (PANSTARRS),comet
P/2017 D1,P/2017 D1 (Fuls),P/2017 D1 (Fuls),comet
C/2017 D2,C/2017 D2 (Barros),C/2017 D2 (Barros),comet
C/2017 D3,C/2017 D3 (ATLAS),C/2017 D3 (ATLAS),comet
P/2017 D4,P/2017 D4 (PANSTARRS),P/2017 D4 (PANSTARRS),comet
C/2017 D5,C/2017 D5 (PANSTARRS),C/2017 D5 (PANSTARRS),comet
C/2017 E1,C/2017 E1 (Borisov),C/2017 E1 (Borisov),comet
C/2017 E2,C/2017 E2 (Tsuchinshan),C/2017 E2 (Tsuchinshan),comet
C/2017 E3,C/2017 E3 (PANSTARRS),C/2017 E3 (PANSTARRS),comet
C/2017 E4,C/2017 E4 (Lovejoy),C/2017 E4 (Lovejoy),comet
C/2017 E5,C/2017 E5 (Lemmon),C/2017 E5 (Lemmon),comet
C/2017 F1,C/2017 F1 (Lemmon),C/2017 F1 (Lemmon),comet
C/2017 F2,C/2017 F2 (PANSTARRS),C/2017 F2 (PANSTARRS),comet
P/2017 G1,P/2017 G1 (PANSTARRS),P/2017 G1 (PANSTARRS),comet
P/2017 G2,P/2017 G2 (PANSTARRS),P/2017 G2 (PANSTARRS),comet
C/2017 G3,C/2017 G3 (PANSTARRS),C/2017 G3 (PANSTARRS),comet
C/2017 K1,C/2017 K1 (PANSTARRS),C/2017 K1 (PANSTARRS),comet
C/2017 K2,C/2017 K2 (PANSTARRS),C/2017 K2 (PANSTARRS),comet
P/2017 K3,P/2017 K3 (Gasparovic),P/2017 K3 (Gasparovic),comet
C/2017 K4,C/2017 K4 (ATLAS),C/2017 K4 (ATLAS),comet
C/2017 K5,C/2017 K5 (PANSTARRS),C/2017 K5 (PANSTARRS),comet
C/2017 K6,C/2017 K6 (Jacques),C/2017 K6 (Jacques),comet
C/2017 M3,C/2017 M3 (PANSTARRS),C/2017 M3 (PANSTARRS),comet
C/2017 M4,C/2017 M4 (ATLAS),C/2017 M4 (ATLAS),comet
C/2017 M5,C/2017 M5 (TOTAS),C/2017 M5 (TOTAS),comet
C/2017 O1,C/2017 O1 (ASASSN),C/2017 O1 (ASASSN),comet
P/2017 P1,P/2017 P1 (PANSTARRS),P/2017 P1 (PANSTARRS),comet
C/2017 P2,C/2017 P2 (PANSTARRS),C/2017 P2 (PANSTARRS),comet
P/2017 R1,P/2017 R1 (PANSTARRS),P/2017 R1 (PANSTARRS),comet
C/2017 S2,C/2017 S2 (PANSTARRS),C/2017 S2 (PANSTARRS),comet
C/2017 S3,C/2017 S3 (PANSTARRS),C/2017 S3 (PANSTARRS),comet
P/2017 S5,P/2017 S5 (ATLAS),P/2017 S5 (ATLAS),comet
C/2017 S6,C/2017 S6 (Catalina),C/2017 S6 (Catalina),comet
C/2017 S7,C/2017 S7 (Lemmon),C/2017 S7 (Lemmon),comet
P/2017 S8,P/2017 S8 (PANSTARRS),P/2017 S8 (PANSTARRS),comet
P/2017 S9,P/2017 S9 (PANSTARRS),P/2017 S9 (PANSTARRS),comet
C/2017 T1,C/2017 T1 (Heinze),C/2017 T1 (Heinze),comet
C/2017 T2,C/2017 T2 (PANSTARRS),C/2017 T2 (PANSTARRS),comet
C/2017 T2,C/2017 T2 (PANSTARRS),C/2017 T2 (PANSTARRS),comet
C/2017 T3,C/2017 T3 (ATLAS),C/2017 T3 (ATLAS),comet
P/2017 TW13,P/2017 TW13 (Lemmon),P/2017 TW13 (Lemmon),comet
C/2017 U2,C/2017 U2 (Fuls),C/2017 U2 (Fuls),comet
P/2017 U3,P/2017 U3 (PANSTARRS),P/2017 U3 (PANSTARRS),comet
C/2017 U4,C/2017 U4 (PANSTARRS),C/2017 U4 (PANSTARRS),comet
C/2017 U5,C/2017 U5 (PANSTARRS),C/2017 U5 (PANSTARRS),comet
C/2017 U7,C/2017 U7 (PANSTARRS),C/2017 U7 (PANSTARRS),comet
C/2017 W2,C/2017 W2 (Leonard),C/2017 W2 (Leonard),comet
P/2017 W3,P/2017 W3 (Gibbs),P/2017 W3 (Gibbs),comet
C/2017 X1,C/2017 X1 (PANSTARRS),C/2017 X1 (PANSTARRS),comet
C/2017 Y1,C/2017 Y1 (PANSTARRS),C/2017 Y1 (PANSTARRS),comet
C/2017 Y2,C/2017 Y2 (PANSTARRS),C/2017 Y2 (PANSTARRS),comet
P/2017 Y3,P/2017 Y3 (Leonard),P/2017 Y3 (Leonard),comet
C/2018 A1,C/2018 A1 (PANSTARRS),C/2018 A1 (PANSTARRS),comet
C/2018 A3,C/2018 A3 (ATLAS),C/2018 A3 (ATLAS),comet
C/2018 A4,C/2018 A4 (PANSTARRS),C/2018 A4 (PANSTARRS),comet
P/2018 A5,P/2018 A5 (PANSTARRS),P/2018 A5 (PANSTARRS),comet
C/2018 A6,C/2018 A6 (Gibbs),C/2018 A6 (Gibbs),comet
C/2018 B1,C/2018 B1 (Lemmon),C/2018 B1 (Lemmon),comet
P/2018 C1,P/2018 C1 (Lemmon-Read),P/2018 C1 (Lemmon-Read),comet
C/2018 C2,C/2018 C2 (Lemmon),C/2018 C2 (Lemmon),comet
C/2018 DO4,C/2018 DO4 (Lemmon),C/2018 DO4 (Lemmon),comet
C/2018 E1,C/2018 E1 (ATLAS),C/2018 E1 (ATLAS),comet
C/2018 E2,C/2018 E2 (Barros),C/2018 E2 (Barros),comet
C/2018 EN4,C/2018 EN4 (NEOWISE),C/2018 EN4 (NEOWISE),comet
C/2018 EF9,C/2018 EF9 (Lemmon),C/2018 EF9 (Lemmon),comet
C/2018 F1,C/2018 F1 (Grauer),C/2018 F1 (Grauer),comet
C/2018 F3,C/2018 F3 (Johnson),C/2018 F3 (Johnson),comet
C/2018 F4,C/2018 F4 (PANSTARRS),C/2018 F4 (PANSTARRS),comet
C/2018 F4-A,C/2018 F4-A (PANSTARRS),C/2018 F4-A (PANSTARRS),comet
C/2018 F4-B,C/2018 F4-B (PANSTARRS),C/2018 F4-B (PANSTARRS),comet
P/2018 H2,P/2018 H2 (PANSTARRS),P/2018 H2 (PANSTARRS),comet
C/2018 K1,C/2018 K1 (Weiland),C/2018 K1 (Weiland),comet
C/2018 KJ3,C/2018 KJ3 (Lemmon),C/2018 KJ3 (Lemmon),comet
P/2018 L1,P/2018 L1 (PANSTARRS),P/2018 L1 (PANSTARRS),comet
C/2018 L2,C/2018 L2 (ATLAS),C/2018 L2 (ATLAS),comet
P/2018 L4,P/2018 L4 (PANSTARRS),P/2018 L4 (PANSTARRS),comet
P/2018 L5,P/2018 L5 (Leonard),P/2018 L5 (Leonard),comet
C/2018 M1,C/2018 M1 (Catalina),C/2018 M1 (Catalina),comet
C/2018 N1,C/2018 N1 (NEOWISE),C/2018 N1 (NEOWISE),comet
C/2018 N2,C/2018 N2 (ASASSN),C/2018 N2 (ASASSN),comet
C/2018 O1,C/2018 O1 (ATLAS),C/2018 O1 (ATLAS),comet
P/2018 P3,P/2018 P3 (PANSTARRS),P/2018 P3 (PANSTARRS),comet
P/2018 P4,P/2018 P4 (PANSTARRS),P/2018 P4 (PANSTARRS),comet
C/2018 P5,C/2018 P5 (PANSTARRS),C/2018 P5 (PANSTARRS),comet
C/2018 R3,C/2018 R3 (Lemmon),C/2018 R3 (Lemmon),comet
C/2018 R4,C/2018 R4 (Fuls),C/2018 R4 (Fuls),comet
C/2018 R5,C/2018 R5 (Lemmon),C/2018 R5 (Lemmon),comet
C/2018 U1,C/2018 U1 (Lemmon),C/2018 U1 (Lemmon),comet
C/2018 V1,C/2018 V1 (Machholz-Fujikawa-Iwamoto),C/2018 V1 (Machholz-Fujikawa-Iwamoto),comet
C/2018 V2,C/2018 V2 (ATLAS),C/2018 V2 (ATLAS),comet
P/2018 VN2,P/2018 VN2 (Leonard),P/2018 VN2 (Leonard),comet
A/2018 V3,A/2018 V3,A/2018 V3,asteroid
C/2018 V4,C/2018 V4 (Africano),C/2018 V4 (Africano),comet
P/2018 V5,P/2018 V5 (Trujillo-Sheppard),P/2018 V5 (Trujillo-Sheppard),comet
C/2018 W1,C/2018 W1 (Catalina),C/2018 W1 (Catalina),comet
C/2018 W2,C/2018 W2 (Africano),C/2018 W2 (Africano),comet
C/2018 X2,C/2018 X2 (Fitzsimmons),C/2018 X2 (Fitzsimmons),comet
C/2018 X3,C/2018 X3 (PANSTARRS),C/2018 X3 (PANSTARRS),comet
C/2018 Y1,C/2018 Y1 (Iwamoto),C/2018 Y1 (Iwamoto),comet
P/2018 Y2,P/2018 Y2 (Africano),P/2018 Y2 (Africano),comet
P/2019 A1,P/2019 A1 (PANSTARRS),P/2019 A1 (PANSTARRS),comet
P/2019 A2,P/2019 A2 (ATLAS),P/2019 A2 (ATLAS),comet
P/2019 A3,P/2019 A3 (PANSTARRS),P/2019 A3 (PANSTARRS),comet
P/2019 A4,P/2019 A4 (PANSTARRS),P/2019 A4 (PANSTARRS),comet
C/2019 A5,C/2019 A5 (PANSTARRS),C/2019 A5 (PANSTARRS),comet
P/2019 A6,P/2019 A6 (Lemmon-PANSTARRS),P/2019 A6 (Lemmon-PANSTARRS),comet
P/2019 A7,P/2019 A7 (PANSTARRS),P/2019 A7 (PANSTARRS),comet
P/2019 A8,P/2019 A8 (PANSTARRS),P/2019 A8 (PANSTARRS),comet
C/2019 A9,C/2019 A9 (PANSTARRS),C/2019 A9 (PANSTARRS),comet
C/2019 B1,C/2019 B1 (Africano),C/2019 B1 (Africano),comet
P/2019 B2,P/2019 B2 (Groeller),P/2019 B2 (Groeller),comet
C/2019 B3,C/2019 B3 (PANSTARRS),C/2019 B3 (PANSTARRS),comet
C/2019 C1,C/2019 C1,C/2019 C1,comet
C/2019 D1,C/2019 D1 (Flewelling),C/2019 D1 (Flewelling),comet
C/2019 E3,C/2019 E3 (ATLAS),C/2019 E3 (ATLAS),comet
C/2019 F1,C/2019 F1 (ATLAS-Africano),C/2019 F1 (ATLAS-Africano),comet
C/2019 F2,C/2019 F2 (ATLAS),C/2019 F2 (ATLAS),comet
A/2019 G2,A/2019 G2,A/2019 G2,asteroid
A/2019 G3,A/2019 G3,A/2019 G3,asteroid
A/2019 G4,A/2019 G4,A/2019 G4,asteroid
P/2019 GG21,P/2019 GG21 (PANSTARRS),P/2019 GG21 (PANSTARRS),comet
C/2019 H1,C/2019 H1 (NEOWISE),C/2019 H1 (NEOWISE),comet
C/2019 J1,C/2019 J1 (Lemmon),C/2019 J1 (Lemmon),comet
C/2019 J2,C/2019 J2 (Palomar),C/2019 J2 (Palomar),comet
C/2019 J3,C/2019 J3 (ATLAS),C/2019 J3 (ATLAS),comet
C/2019 JU6,C/2019 JU6 (ATLAS),C/2019 JU6 (ATLAS),comet
C/2019 K1,C/2019 K1 (ATLAS),C/2019 K1 (ATLAS),comet
C/2019 K4,C/2019 K4 (Ye),C/2019 K4 (Ye),comet
C/2019 K5,C/2019 K5 (Young),C/2019 K5 (Young),comet
A/2019 K6,A/2019 K6,A/2019 K6,asteroid
C/2019 K7,C/2019 K7 (Smith),C/2019 K7 (Smith),comet
C/2019 K7,C/2019 K7 (Smith),C/2019 K7 (Smith),comet
C/2019 K8,C/2019 K8 (ATLAS),C/2019 K8 (ATLAS),comet
C/2019 L1,C/2019 L1 (PANSTARRS),C/2019 L1 (PANSTARRS),comet
C/2019 L2,C/2019 L2 (NEOWISE),C/2019 L2 (NEOWISE),comet
P/2019 LD2,P/2019 LD2 (ATLAS),P/2019 LD2 (ATLAS),comet
C/2019 L3,C/2019 L3 (ATLAS),C/2019 L3 (ATLAS),comet
C/2019 LB7,C/2019 LB7 (Kleyna),C/2019 LB7 (Kleyna),comet
P/2019 M2,P/2019 M2 (ATLAS),P/2019 M2 (ATLAS),comet
C/2019 M3,C/2019 M3 (ATLAS),C/2019 M3 (ATLAS),comet
C/2019 N1,C/2019 N1 (ATLAS),C/2019 N1 (ATLAS),comet
C/2019 NJ3,C/2019 NJ3 (Lemmon),C/2019 NJ3 (Lemmon),comet
A/2019 O2,A/2019 O2,A/2019 O2,asteroid
C/2019 O3,C/2019 O3 (Palomar),C/2019 O3 (Palomar),comet
A/2019 O4,A/2019 O4,A/2019 O4,asteroid
C/2019 Q1,C/2019 Q1 (Lemmon),C/2019 Q1 (Lemmon),comet
A/2019 Q2,A/2019 Q2,A/2019 Q2,asteroid
C/2019 Q3,C/2019 Q3 (PANSTARRS),C/2019 Q3 (PANSTARRS),comet
P/2019 S2,P/2019 S2 (PANSTARRS),P/2019 S2 (PANSTARRS),comet
P/2019 S3,P/2019 S3 (PANSTARRS),P/2019 S3 (PANSTARRS),comet
C/2019 S4,C/2019 S4 (Lemmon),C/2019 S4 (Lemmon),comet
A/2019 T1,A/2019 T1,A/2019 T1,asteroid
C/2019 T2,C/2019 T2 (Lemmon),C/2019 T2 (Lemmon),comet
C/2019 T3,C/2019 T3 (ATLAS),C/2019 T3 (ATLAS),comet
C/2019 T4,C/2019 T4 (ATLAS),C/2019 T4 (ATLAS),comet
P/2019 T5,P/2019 T5 (ATLAS),P/2019 T5 (ATLAS),comet
P/2019 T6,P/2019 T6 (PANSTARRS),P/2019 T6 (PANSTARRS),comet
P/2019 U4,P/2019 U4 (PANSTARRS),P/2019 U4 (PANSTARRS),comet
A/2019 U5,A/2019 U5,A/2019 U5,asteroid
C/2019 U6,C/2019 U6 (Lemmon),C/2019 U6 (Lemmon),comet
C/2019 V1,C/2019 V1 (Borisov),C/2019 V1 (Borisov),comet
P/2019 V2,P/2019 V2 (Groeller),P/2019 V2 (Groeller),comet
P/2019 W1,P/2019 W1 (PANSTARRS),P/2019 W1 (PANSTARRS),comet
P/2019 X1,P/2019 X1 (Pruyne),P/2019 X1 (Pruyne),comet
C/2019 Y1,C/2019 Y1 (ATLAS),C/2019 Y1 (ATLAS),comet
P/2019 Y2,P/2019 Y2 (Fuls),P/2019 Y2 (Fuls),comet
C/2019 Y4,C/2019 Y4 (ATLAS),C/2019 Y4 (ATLAS),comet
C/2019 Y4-A,C/2019 Y4-A (ATLAS),C/2019 Y4-A (ATLAS),comet
C/2019 Y4-B,C/2019 Y4-B (ATLAS),C/2019 Y4-B (ATLAS),comet
C/2019 Y4-C,C/2019 Y4-C (ATLAS),C/2019 Y4-C (ATLAS),comet
C/2019 Y4-D,C/2019 Y4-D (ATLAS),C/2019 Y4-D (ATLAS),comet
C/2019 Y5,C/2019 Y5 (PANSTARRS),C/2019 Y5 (PANSTARRS),comet
A/2020 A1,A/2020 A1,A/2020 A1,asteroid
C/2020 A2,C/2020 A2 (Iwamoto),C/2020 A2 (Iwamoto),comet
C/2020 A3,C/2020 A3 (ATLAS),C/2020 A3 (ATLAS),comet
A/2020 B1,A/2020 B1,A/2020 B1,asteroid
C/2020 B2,C/2020 B2 (Lemmon),C/2020 B2 (Lemmon),comet
C/2020 B3,C/2020 B3 (Rankin),C/2020 B3 (Rankin),comet
C/2020 F2,C/2020 F2 (ATLAS),C/2020 F2 (ATLAS),comet
C/2020 F3,C/2020 F3 (NEOWISE),C/2020 F3 (NEOWISE),comet
C/2020 F5,C/2020 F5 (MASTER),C/2020 F5 (MASTER),comet
C/2020 F5,C/2020 F5 (MASTER),C/2020 F5 (MASTER),comet
C/2020 F6,C/2020 F6 (PANSTARRS),C/2020 F6 (PANSTARRS),comet
A/2020 F7,A/2020 F7,A/2020 F7,asteroid
C/2020 F8,C/2020 F8 (SWAN),C/2020 F8 (SWAN),comet
P/2020 G1,P/2020 G1 (Pimentel),P/2020 G1 (Pimentel),comet
C/2020 H2,C/2020 H2 (Pruyne),C/2020 H2 (Pruyne),comet
C/2020 H3,C/2020 H3 (Wierzchos),C/2020 H3 (Wierzchos),comet
C/2020 H4,C/2020 H4 (Leonard),C/2020 H4 (Leonard),comet
C/2020 H5,C/2020 H5 (Robinson),C/2020 H5 (Robinson),comet
C/2020 H6,C/2020 H6 (ATLAS),C/2020 H6 (ATLAS),comet
C/2020 H7,C/2020 H7 (Lemmon),C/2020 H7 (Lemmon),comet
C/2020 H8,C/2020 H8 (PANSTARRS),C/2020 H8 (PANSTARRS),comet
A/2020 H9,A/2020 H9,A/2020 H9,asteroid
C/2020 J1,C/2020 J1 (SONEAR),C/2020 J1 (SONEAR),comet
C/2020 K1,C/2020 K1 (PANSTARRS),C/2020 K1 (PANSTARRS),comet
C/2020 K2,C/2020 K2 (PANSTARRS),C/2020 K2 (PANSTARRS),comet
C/2020 K3,C/2020 K3 (Leonard),C/2020 K3 (Leonard),comet
C/2020 K4,C/2020 K4 (PANSTARRS),C/2020 K4 (PANSTARRS),comet
C/2020 K5,C/2020 K5 (PANSTARRS),C/2020 K5 (PANSTARRS),comet
C/2020 K6,C/2020 K6 (Rankin),C/2020 K6 (Rankin),comet
C/2020 K7,C/2020 K7 (PANSTARRS),C/2020 K7 (PANSTARRS),comet
C/2020 K8,C/2020 K8 (Catalina-ATLAS),C/2020 K8 (Catalina-ATLAS),comet
P/2020 K9,P/2020 K9 (Lemmon-PANSTARRS),P/2020 K9 (Lemmon-PANSTARRS),comet
P/2020 M1,P/2020 M1 (PANSTARRS),P/2020 M1 (PANSTARRS),comet
P/2020 M2,P/2020 M2 (Lemmon),P/2020 M2 (Lemmon),comet
C/2020 M3,C/2020 M3 (ATLAS),C/2020 M3 (ATLAS),comet
A/2020 M4,A/2020 M4,A/2020 M4,asteroid
C/2020 M5,C/2020 M5 (ATLAS),C/2020 M5 (ATLAS),comet
C/2020 N1,C/2020 N1 (PANSTARRS),C/2020 N1 (PANSTARRS),comet
C/2020 N2,C/2020 N2 (ATLAS),C/2020 N2 (ATLAS),comet
P/2020 O1,P/2020 O1 (Lemmon-PANSTARRS),P/2020 O1 (Lemmon-PANSTARRS),comet
C/2020 O2,C/2020 O2 (Amaral),C/2020 O2 (Amaral),comet
P/2020 O3,P/2020 O3 (PANSTARRS),P/2020 O3 (PANSTARRS),comet
C/2020 P1,C/2020 P1 (NEOWISE),C/2020 P1 (NEOWISE),comet
C/2020 P3,C/2020 P3 (ATLAS),C/2020 P3 (ATLAS),comet
C/2020 P4-A,C/2020 P4-A (SOHO),C/2020 P4-A (SOHO),comet
C/2020 P4-B,C/2020 P4-B (SOHO),C/2020 P4-B (SOHO),comet
C/2020 P4-C,C/2020 P4-C (SOHO),C/2020 P4-C (SOHO),comet
C/2020 Q1,C/2020 Q1 (Borisov),C/2020 Q1 (Borisov),comet
C/2020 R2,C/2020 R2 (PANSTARRS),C/2020 R2 (PANSTARRS),comet
C/2020 R4,C/2020 R4 (ATLAS),C/2020 R4 (ATLAS),comet
P/2020 R5,P/2020 R5 (PANSTARRS),P/2020 R5 (PANSTARRS),comet
C/2020 R6,C/2020 R6 (Rankin),C/2020 R6 (Rankin),comet
C/2020 R7,C/2020 R7 (ATLAS),C/2020 R7 (ATLAS),comet
P/2020 S1,P/2020 S1 (PANSTARRS),P/2020 S1 (PANSTARRS),comet
C/2020 S2,C/2020 S2 (PANSTARRS),C/2020 S2 (PANSTARRS),comet
C/2020 S3,C/2020 S3 (Erasmus),C/2020 S3 (Erasmus),comet
C/2020 S4,C/2020 S4 (PANSTARRS),C/2020 S4 (PANSTARRS),comet
P/2020 S5,P/2020 S5 (PANSTARRS),P/2020 S5 (PANSTARRS),comet
P/2020 S6,P/2020 S6 (Leonard),P/2020 S6 (Leonard),comet
P/2020 S7,P/2020 S7 (PANSTARRS),P/2020 S7 (PANSTARRS),comet
C/2020 S8,C/2020 S8 (Lemmon),C/2020 S8 (Lemmon),comet
C/2020 T2,C/2020 T2 (Palomar),C/2020 T2 (Palomar),comet
P/2020 T3,P/2020 T3 (PANSTARRS),P/2020 T3 (PANSTARRS),comet
C/2020 T4,C/2020 T4 (PANSTARRS),C/2020 T4 (PANSTARRS),comet
C/2020 T5,C/2020 T5 (Lemmon),C/2020 T5 (Lemmon),comet
P/2020 U2,P/2020 U2 (PANSTARRS),P/2020 U2 (PANSTARRS),comet
C/2020 U3,C/2020 U3 (Rankin),C/2020 U3 (Rankin),comet
C/2020 U4,C/2020 U4 (PANSTARRS),C/2020 U4 (PANSTARRS),comet
C/2020 U5,C/2020 U5 (PANSTARRS),C/2020 U5 (PANSTARRS),comet
1P,1P/Halley,1P/Halley,comet
2P,2P/Encke,2P/Encke,comet
4P,4P/Faye,4P/Faye,comet
6P,6P/d'Arrest,6P/d'Arrest,comet
7P,7P/Pons-Winnecke,7P/Pons-Winnecke,comet
8P,8P/Tuttle,8P/Tuttle,comet
9P,9P/Tempel,9P/Tempel,comet
10P,10P/Tempel,10P/Tempel,comet
11P,11P/Tempel-Swift-LINEAR,11P/Tempel-Swift-LINEAR,comet
12P,12P/Pons-Brooks,12P/Pons-Brooks,comet
13P,13P/Olbers,13P/Olbers,comet
14P,14P/Wolf,14P/Wolf,comet
15P,15P/Finlay,15P/Finlay,comet
16P,16P/Brooks,16P/Brooks,comet
17P,17P/Holmes,17P/Holmes,comet
19P,19P/Borrelly,19P/Borrelly,comet
21P,21P/Giacobini-Zinner,21P/Giacobini-Zinner,comet
22P,22P/Kopff,22P/Kopff,comet
23P,23P/Brorsen-Metcalf,23P/Brorsen-Metcalf,comet
24P,24P/Schaumasse,24P/Schaumasse,comet
26P,26P/Grigg-Skjellerup,26P/Grigg-Skjellerup,comet
27P,27P/Crommelin,27P/Crommelin,comet
28P,28P/Neujmin,28P/Neujmin,comet
29P,29P/Schwassmann-Wachmann,29P/Schwassmann-Wachmann,comet
30P,30P/Reinmuth,30P/Reinmuth,comet
31P,31P/Schwassmann-Wachmann,31P/Schwassmann-Wachmann,comet
32P,32P/Comas Sola,32P/Comas Sola,comet
33P,33P/Daniel,33P/Daniel,comet
35P,35P/Herschel-Rigollet,35P/Herschel-Rigollet,comet
36P,36P/Whipple,36P/Whipple,comet
37P,37P/Forbes,37P/Forbes,comet
38P,38P/Stephan-Oterma,38P/Stephan-Oterma,comet
39P,39P/Oterma,39P/Oterma,comet
40P,40P/Vaisala,40P/Vaisala,comet
41P,41P/Tuttle-Giacobini-Kresak,41P/Tuttle-Giacobini-Kresak,comet
42P,42P/Neujmin,42P/Neujmin,comet
43P,43P/Wolf-Harrington,43P/Wolf-Harrington,comet
44P,44P/Reinmuth,44P/Reinmuth,comet
45P,45P/Honda-Mrkos-Pajdusakova,45P/Honda-Mrkos-Pajdusakova,comet
46P,46P/Wirtanen,46P/Wirtanen,comet
47P,47P/Ashbrook-Jackson,47P/Ashbrook-Jackson,comet
48P,48P/Johnson,48P/Johnson,comet
49P,49P/Arend-Rigaux,49P/Arend-Rigaux,comet
50P,50P/Arend,50P/Arend,comet
51P-A,51P-A/Harrington,51P-A/Harrington,comet
51P-D,51P-D/Harrington,51P-D/Harrington,comet
52P,52P/Harrington-Abell,52P/Harrington-Abell,comet
53P,53P/Van Biesbroeck,53P/Van Biesbroeck,comet
54P,54P/de Vico-Swift-NEAT,54P/de Vico-Swift-NEAT,comet
55P,55P/Tempel-Tuttle,55P/Tempel-Tuttle,comet
56P,56P/Slaughter-Burnham,56P/Slaughter-Burnham,comet
57P,57P/du Toit-Neujmin-Delporte,57P/du Toit-Neujmin-Delporte,comet
58P,58P/Jackson-Neujmin,58P/Jackson-Neujmin,comet
59P,59P/Kearns-Kwee,59P/Kearns-Kwee,comet
60P,60P/Tsuchinshan,60P/Tsuchinshan,comet
61P,61P/Shajn-Schaldach,61P/Shajn-Schaldach,comet
62P,62P/Tsuchinshan,62P/Tsuchinshan,comet
63P,63P/Wild,63P/Wild,comet
64P,64P/Swift-Gehrels,64P/Swift-Gehrels,comet
65P,65P/Gunn,65P/Gunn,comet
66P,66P/du Toit,66P/du Toit,comet
67P,67P/Churyumov-Gerasimenko,67P/Churyumov-Gerasimenko,comet
68P,68P/Klemola,68P/Klemola,comet
69P,69P/Taylor,69P/Taylor,comet
70P,70P/Kojima,70P/Kojima,comet
71P,71P/Clark,71P/Clark,comet
72P,72P/Denning-Fujikawa,72P/Denning-Fujikawa,comet
73P,73P/Schwassmann-Wachmann,73P/Schwassmann-Wachmann,comet
73P-T,73P-T/Schwassmann-Wachmann,73P-T/Schwassmann-Wachmann,comet
74P,74P/Smirnova-Chernykh,74P/Smirnova-Chernykh,comet
76P,76P/West-Kohoutek-Ikemura,76P/West-Kohoutek-Ikemura,comet
77P,77P/Longmore,77P/Longmore,comet
78P,78P/Gehrels,78P/Gehrels,comet
79P,79P/du Toit-Hartley,79P/du Toit-Hartley,comet
80P,80P/Peters-Hartley,80P/Peters-Hartley,comet
81P,81P/Wild,81P/Wild,comet
82P,82P/Gehrels,82P/Gehrels,comet
84P,84P/Giclas,84P/Giclas,comet
86P,86P/Wild,86P/Wild,comet
87P,87P/Bus,87P/Bus,comet
88P,88P/Howell,88P/Howell,comet
89P,89P/Russell,89P/Russell,comet
90P,90P/Gehrels,90P/Gehrels,comet
91P,91P/Russell,91P/Russell,comet
92P,92P/Sanguin,92P/Sanguin,comet
93P,93P/Lovas,93P/Lovas,comet
94P,94P/Russell,94P/Russell,comet
95P,95P/Chiron,95P/Chiron,comet
96P,96P/Machholz,96P/Machholz,comet
97P,97P/Metcalf-Brewington,97P/Metcalf-Brewington,comet
98P,98P/Takamizawa,98P/Takamizawa,comet
99P,99P/Kowal,99P/Kowal,comet
100P,100P/Hartley,100P/Hartley,comet
101P,101P/Chernykh,101P/Chernykh,comet
102P,102P/Shoemaker,102P/Shoemaker,comet
103P,103P/Hartley,103P/Hartley,comet
104P,104P/Kowal,104P/Kowal,comet
105P,105P/Singer Brewster,105P/Singer Brewster,comet
106P,106P/Schuster,106P/Schuster,comet
107P,107P/Wilson-Harrington,107P/Wilson-Harrington,comet
108P,108P/Ciffreo,108P/Ciffreo,comet
109P,109P/Swift-Tuttle,109P/Swift-Tuttle,comet
110P,110P/Hartley,110P/Hartley,comet
111P,111P/Helin-Roman-Crockett,111P/Helin-Roman-Crockett,comet
112P,112P/Urata-Niijima,112P/Urata-Niijima,comet
113P,113P/Spitaler,113P/Spitaler,comet
114P,114P/Wiseman-Skiff,114P/Wiseman-Skiff,comet
115P,115P/Maury,115P/Maury,comet
116P,116P/Wild,116P/Wild,comet
117P,117P/Helin-Roman-Alu,117P/Helin-Roman-Alu,comet
118P,118P/Shoemaker-Levy,118P/Shoemaker-Levy,comet
119P,119P/Parker-Hartley,119P/Parker-Hartley,comet
120P,120P/Mueller,120P/Mueller,comet
